,title,year,rating,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
418,4 Inyong shiktak,2003,5.7,,0,0,0,1,0,0,0
419,4 Little Girls,1997,7.5,,0,0,0,0,1,0,0
420,4 P.M.,2000,5.5,,0,0,0,1,0,0,1
421,4 Second Delay,1998,6.1,,0,0,0,1,0,0,1
422,4 a.m.: Open All Night,1999,6,,0,0,0,0,0,0,1
423,4 aventures de Reinette et Mirabelle,1987,7.6,,0,0,1,1,0,0,0
424,4 for Texas,1963,5.3,,0,0,1,0,0,0,0
425,4 maneras de tapar un hoyo,1995,8.2,,0,1,0,0,0,0,1
426,4 marmittoni alle grandi manovre,1974,3.7,,0,0,1,0,0,0,0
427,4 mosche di velluto grigio,1971,6.3,,0,0,0,0,0,0,0
428,"4 saisons d'Espigoule, Les",1999,6.5,,0,0,1,0,1,0,0
429,4 x 4,1965,5.6,,0,0,0,1,0,0,0
430,40,2002,5.7,,0,0,0,0,0,0,1
431,40 Carats,1973,6,,0,0,1,0,0,0,0
432,40 Days and 40 Nights,2002,5.4,R,0,0,1,1,0,1,0
433,40 Days of Musa Dagh,1982,7.5,,0,0,0,1,0,0,0
434,40 Guns to Apache Pass,1967,5.8,,0,0,0,0,0,1,0
435,40 Pounds of Trouble,1962,6.3,,0,0,1,0,0,0,0
436,40 Quadratmeter Deutschland,1986,7.3,,0,0,0,1,0,0,0
437,40 gradi all'ombra del lenzuolo,1976,4.7,,0,0,1,0,0,0,0
438,40 grados a la sombra,1967,5.5,,0,0,1,0,0,0,0
439,"40,000 Horsemen",1941,6.9,,0,0,0,0,0,0,0
440,"400 Million, The",1939,5,,0,0,0,0,1,0,0
441,405,2000,6.9,,1,0,1,0,0,0,1
442,420,2004,8.3,,0,0,1,0,0,0,0
443,42K,2000,5.1,,1,0,1,0,0,0,0
444,42nd Street,1933,7.5,,0,0,0,1,0,1,0
445,"42nd. Street Special, The",1933,6.2,,0,0,0,0,1,0,1
446,43: The Richard Petty Story,1974,6.4,,0,0,0,1,0,0,0
447,47 morto che parla,1950,7.6,,0,0,1,0,0,0,0
448,48 Hrs.,1982,6.8,,1,0,1,1,0,0,0
449,48 Stunden bis Acapulco,1967,4.3,,0,0,0,0,0,0,0
450,491,1964,6.2,,0,0,0,1,0,0,0
451,"49th Man, The",1953,6.2,,0,0,0,1,0,0,0
452,49th Parallel,1941,7.7,,0,0,0,1,0,0,0
453,4D Man,1959,5.2,,1,0,0,0,0,1,0
454,"4th Floor, The",1999,5.7,R,0,0,0,0,0,0,0
455,"4th Tenor, The",2002,4.2,PG-13,0,0,1,0,0,1,0
456,5 Against the House,1955,6.2,,0,0,0,1,0,0,0
457,5 Branded Women,1960,5.2,,0,0,0,1,0,0,0
458,5 Card Stud,1968,6.2,,0,0,0,0,0,0,0
459,5 Card Stud,2002,8.3,,0,0,0,0,0,1,0
460,5 Dark Souls,1996,7.3,,1,0,0,0,0,0,0
461,5 Dead on the Crimson Canvas,1996,2,,0,0,0,0,0,0,0
462,5 Fingers,1952,7.6,,0,0,0,1,0,0,0
463,5 Millionen suchen einen Erben,1938,6.5,,0,0,1,0,0,0,0
464,5 Steps to Danger,1957,5.6,,0,0,0,1,0,0,0
465,5 bambole per la luna d'agosto,1970,5.5,,0,0,0,0,0,0,0
466,5 de chocolate y 1 de fresa,1968,4.3,,0,0,1,0,0,0,0
467,5 donne per l'assassino,1974,3.7,,0,0,0,0,0,0,0
468,"5 i fedtefadet, De",1970,5.4,,0,0,0,0,0,0,0
469,"5 og spionerne, De",1969,4.6,,0,0,0,0,0,0,0
470,5 tombe per un medium,1965,4.8,,0,0,0,0,0,0,0
471,"5,000 Fingers of Dr. T., The",1953,6.7,,0,0,0,0,0,0,0
472,50 First Dates,2004,6.8,PG-13,0,0,1,0,0,1,0
473,50 Ways to Leave Your Lover,2004,6.8,,0,0,1,0,0,1,0
474,"50,000 B.C. (Before Clothing)",1963,3.4,,0,0,1,0,0,0,0
475,50/50,1982,4,,0,0,0,1,0,0,0
476,500 Years Later,2005,9.3,,0,0,0,0,1,0,0
477,500!,2001,6.4,,0,0,1,0,0,0,0
478,50CC,2000,5.9,,1,0,0,0,0,1,1
479,51 Bar,1985,8.7,,0,0,0,1,0,0,0
480,"51st State, The",2001,6.1,R,1,0,1,0,0,0,0
481,52 Pick-Up,1986,5.9,,1,0,0,0,0,0,0
482,52nd Street,1937,7,,0,0,0,1,0,0,0
483,54,1998,5.4,R,0,0,0,1,0,0,0
484,55 Days at Peking,1963,6.6,,0,0,0,1,0,0,0
485,588 rue paradis,1993,7.9,,0,0,0,0,0,0,0
486,5th Ave Girl,1939,6.6,,0,0,1,0,0,0,0
487,5th World,2005,5.2,,0,0,0,1,0,0,0
488,5x2,2004,6.6,R,0,0,0,1,0,1,0
489,6 Day Bike Rider,1934,6.7,,0,0,1,0,0,0,0
490,6 Miles of 8 Feet,1999,7.9,,0,0,0,0,0,0,1
491,6 Points,2004,4.3,,0,0,0,1,0,0,0
492,6 dni strusia,2001,5.1,,0,0,0,0,0,0,0
493,6.5 Special,1958,4,,0,0,0,0,0,0,0
494,6000 Enemies,1939,6.5,,0,0,0,0,0,0,0
495,633 Squadron,1964,6.2,,0,0,0,1,0,0,0
496,"64,000,000 Years Ago",1981,6.7,,0,1,0,0,0,0,1
497,"65, 66 och jag",1936,5.3,,0,0,1,0,0,0,0
498,66 scener fra Amerika,1982,5.3,,0,0,0,0,1,0,1
499,666 mo gui fu huo,1996,5.3,,1,0,0,0,0,0,0
500,681-0638,2001,7.1,,0,0,1,1,0,0,0
501,69,1968,5.1,,0,0,0,0,0,0,1
502,69 - Sixtynine,1969,5.8,,0,0,0,1,0,0,0
503,69 Park Avenue,1985,6.1,,0,0,0,0,0,0,0
504,6ix,1999,5.5,,0,0,1,0,0,0,1
505,"6th Day, The",2000,5.9,PG-13,1,0,0,0,0,0,0
506,7 Days In September,2002,7.9,,0,0,0,0,1,0,0
507,7 Faces of Dr. Lao,1964,6.9,,0,0,0,0,0,0,0
508,7 Lucky Ninja Kids,1989,4.8,,1,0,1,0,0,0,0
509,7 Star Grand Mantis,1983,3.1,,1,0,1,0,0,0,0
510,7 Wise Dwarfs,1941,6,,0,1,0,0,0,0,1
511,7 Women,1966,6.2,,0,0,0,1,0,0,0
512,7 Year Zig Zag,2003,6,,0,0,0,1,0,0,0
513,7 Zwerge,2004,5,,0,0,1,0,0,0,0
514,7 ans de mariage,2003,6.3,,0,0,1,0,0,0,0
515,7 fois... par jour,1971,3.4,,0,0,1,0,0,0,0
516,7 jin gong,1994,5.4,,1,0,0,0,0,0,0
517,7 pra-jan-barn,2002,4.8,,1,0,1,0,0,0,0
518,"7, Hyden Park: la casa maledetta",1985,4.7,,0,0,0,1,0,0,0
519,71 Fragmente einer Chronologie des Zufalls,1994,6.6,,0,0,0,1,0,0,0
520,711 Ocean Drive,1950,7,,0,0,0,1,0,0,0
521,72 Desperate Rebels,1972,3.3,,1,0,0,1,0,0,0
522,72 Faced Liar,2003,7,,0,0,0,0,0,0,1
523,72 metra,2004,6,,1,0,0,1,0,0,0
524,7337,2000,3.9,,0,0,0,0,0,0,1
525,76-89-03,2000,6.6,,0,0,1,0,0,0,0
526,78 Tours,1985,7.9,,0,1,0,0,0,0,1
527,79 primaveras,1969,6.2,,0,0,0,0,1,0,1
528,7th Cavalry,1956,6.3,,0,0,0,0,0,0,0
529,"7th Dawn, The",1964,5.3,,0,0,0,1,0,0,0
530,7th Street,2003,7,,0,0,0,0,1,0,0
531,"7th Voyage of Sinbad, The",1958,6.9,,1,0,0,0,0,0,0
532,8 Ball Bunny,1950,7.4,,0,1,1,0,0,0,1
533,8 Heads in a Duffel Bag,1997,4.8,R,0,0,1,0,0,0,0
534,8 Mile,2002,6.8,R,0,0,0,1,0,0,0
535,8 Million Ways to Die,1986,4.9,,1,0,0,0,0,0,0
536,8 Seconds,1994,5.9,,0,0,0,1,0,0,0
537,8 femmes,2002,7.1,R,0,0,1,0,0,0,0
538,8 to 4,1981,5.8,,0,0,1,0,0,0,0
539,8-A,1993,6.9,,0,0,0,0,0,0,0
540,80 Steps to Jonah,1969,5.1,,0,0,0,1,0,0,0
541,80's Ending,2003,8.3,,0,0,1,0,0,0,1
542,"80,000 Suspects",1963,5.5,,0,0,0,1,0,0,0
543,800 Fantasy Lane,1979,5.1,,0,0,0,0,0,0,0
544,800 Two Lap Runners,1994,4.7,,0,0,0,0,0,0,0
545,800 balas,2002,6.5,R,0,0,1,0,0,0,0
546,84 Charing Cross Road,1987,7.3,,0,0,0,1,0,1,0
547,84C MoPic,1989,6.9,,0,0,0,0,0,0,0
548,88 Antop Hill,2003,4.1,,0,0,0,0,0,0,0
549,89 mm od Europy,1994,7.8,,0,0,0,0,1,0,1
550,8MM,1999,5.9,R,0,0,0,0,0,0,0
551,8cht,1997,3.7,,0,0,0,0,0,0,1
552,9 Mornings,2002,6.2,,0,0,0,0,0,1,0
553,9 Songs,2004,5.2,,0,0,0,1,0,1,0
554,9 Souls,2003,7.5,,0,0,0,1,0,0,0
555,9 dney odnogo goda,1961,7.8,,0,0,0,1,0,0,0
556,9/30/1955,1977,6.7,,0,0,0,1,0,0,0
557,9/64: O Tannenbaum,1964,8.2,,0,0,0,0,0,0,1
558,90,2005,9.1,,0,0,0,0,0,0,1
559,90 Day Wondering,1956,7.1,,0,1,0,0,0,0,1
560,90 Days,1985,5.8,,0,0,0,0,0,0,0
561,90 Miles,2001,7.4,,0,0,0,0,1,0,0
562,900 Women,2001,5.1,,0,0,0,0,1,0,0
563,901: After 45 Years of Working,1990,7.1,,0,0,0,0,1,0,1
564,91:an Karlsson muckar (tror han),1959,4.5,,0,0,1,0,0,0,0
565,91:an Karlssons bravader,1951,3.6,,0,0,1,0,0,0,0
566,91:an och generalernas fnatt,1977,2.3,,0,0,1,0,0,0,0
567,92 hak mooi gwai dui hak mooi gwai,1992,5.9,,1,0,1,0,0,1,0
568,92 in the Shade,1975,5.9,,0,0,1,1,0,0,0
569,9413,1998,6.3,,1,0,0,0,0,0,0
570,964 Pinocchio,1991,5.7,,0,0,0,0,0,0,0
571,97 ga yau choi si,1997,4.7,,0,0,1,0,0,0,0
572,976-EVIL,1989,3.6,,0,0,0,0,0,0,0
573,976-EVIL 2: The Astral Factor,1991,2.9,,0,0,0,0,0,0,0
574,976-WISH,1997,1.8,,0,0,1,0,0,1,1
575,99 Euro Films,2002,6.1,,0,0,0,1,0,0,0
576,99 River Street,1953,7,,0,0,0,1,0,0,0
577,99 Threadwaxing,1998,4,,0,0,0,1,0,0,1
578,99 mujeres,1969,5.6,,1,0,0,1,0,0,0
579,99.9,1997,6.3,,0,0,0,0,0,0,0
580,999 Aliza Mizrahi,1967,7.1,,0,0,1,1,0,0,0
581,999-9999,2002,5.8,,0,0,0,0,0,0,0
582,9:30,2004,7.1,,0,0,0,0,0,0,1
583,9mm of Love,2000,6.7,,0,0,1,0,0,1,1
584,A,1998,5.1,,0,0,0,0,1,0,0
585,A,2002,2.3,,0,0,0,0,1,0,0
586,A & P,1996,5.6,,0,0,0,1,0,0,1
587,A + (Amas),2004,5.2,,0,0,1,0,0,0,0
588,"A 008, operazione Sterminio",1965,6.1,,1,0,0,0,0,0,0
589,A 11-a porunca,1991,6.2,,0,0,0,1,0,0,0
590,A Banna,1980,7,,0,0,0,0,0,0,0
591,A Fei jing juen,1991,7.5,,0,0,0,1,0,0,0
592,A Hunting We Will Go,1932,6.3,,0,1,1,0,0,0,1
593,A Is for Atom,1953,6.1,,0,0,0,1,0,0,1
594,A byl li Karotin,1989,3.9,,0,0,1,0,0,0,0
595,A cavallo della tigre,1961,5.9,,0,0,1,0,0,0,0
596,A cavallo della tigre,2002,5.3,,0,0,1,0,0,0,0
597,A ciascuno il suo,1967,6.4,,0,0,0,1,0,0,0
598,A ciegas,1997,4.7,,0,0,0,0,0,0,0
599,A doppia faccia,1969,4.9,,0,0,0,0,0,0,0
600,A esli eto lyubov?,1961,7.3,,0,0,0,1,0,0,0
601,A futura memoria: Pier Paolo Pasolini,1986,6.6,,0,0,0,0,1,0,0
602,A galope tendido,2000,5.6,,0,0,1,0,0,0,0
603,A la medianoche y media,1999,5.9,,0,0,0,1,0,0,0
604,A los cirujanos se les va la mano,1980,5.3,,0,0,1,0,0,0,0
605,A los que aman,1998,7.3,,0,0,0,1,0,1,0
606,A mezzanotte va la ronda del piacere,1975,5.6,,0,0,1,1,0,0,0
607,A mi madre le gustan las mujeres,2002,6.3,,0,0,1,0,0,0,0
608,A ruota libera,2000,3.6,,0,0,1,0,0,0,0
609,A sega nakade?,1988,7.4,,0,0,0,1,0,0,0
610,A spasso nel tempo,1996,3.5,,0,0,1,0,0,0,0
611,A spasso nel tempo: l'avventura continua,1997,2.7,,0,0,1,0,0,0,0
612,A tiro limpio,1963,5.8,,0,0,0,0,0,0,0
613,A tiro limpio,1996,6.7,,0,0,0,0,0,0,0
614,A tu per tu,1984,4.5,,0,0,1,0,0,0,0
615,A un dios desconocido,1977,6.7,,0,0,0,1,0,0,0
616,A zori zdes tikhie,1972,8.6,,1,0,0,0,0,0,0
617,A+ Pollux,2002,6.3,,0,0,0,0,0,1,0
618,"A, B, C... Manhattan",1997,6.3,,0,0,0,1,0,0,0
619,A-Ducking They Did Go,1939,8,,0,0,1,0,0,0,1
620,A-Haunting We Will Go,1942,5.6,,0,0,1,0,0,0,0
621,A-Haunting We Will Go,1966,6,,0,1,1,0,0,0,1
622,A-Lad-In Bagdad,1938,5.6,,0,1,1,0,0,0,1
623,A-Lad-in His Lamp,1948,7.9,,0,1,1,0,0,0,1
624,"A-Tom-inable Snowman, The",1966,5,,0,1,1,0,0,0,1
625,A-ge-man,1990,6.3,,0,0,0,0,0,0,0
626,"A.B. normal college (Todo na 'yan, kulang pa 'yun)",2003,3.8,,0,0,1,0,0,0,0
627,A.D.3 operazione squalo bianco,1966,1.2,,1,0,0,0,0,0,0
628,A.D.A.M.,1988,5.9,,0,0,1,0,0,0,0
629,A.K.,1985,7.7,,0,0,0,0,1,0,0
630,A.K.A. Birdseye,2002,5.5,,0,0,1,0,0,0,0
631,A.K.A. Don Bonus,1995,8.2,,0,0,0,0,1,0,0
632,A.N.I. 1240,2003,5.9,,0,0,0,0,0,0,1
633,A.P.E.X.,1994,4.3,,0,0,0,0,0,0,0
634,A.S.S.,1988,6.1,,0,0,0,0,0,0,0
635,A.W.O.L.,1918,5.3,,0,1,1,0,0,0,1
636,A.k.a. Cassius Clay,1970,5.7,PG,0,0,0,0,1,0,0
637,A/R andata+ritorno,2004,6,,0,0,1,0,0,0,0
638,A2,2001,8.8,,0,0,0,0,0,0,0
639,ABBA: The Movie,1977,6.1,,0,0,0,0,1,0,0
640,ABC Africa,2001,6.5,,0,0,0,0,1,0,0
641,"ABC of Love and Sex: Australia Style, The",1978,3.7,,0,0,1,0,1,0,0
642,"ABC's of Happiness, The",2001,3.3,,0,1,0,0,0,0,1
643,"ABC's of Sex Education for Trainable Persons, The",1975,6.6,,0,0,0,0,1,0,1
644,ABCD,1999,5.4,,0,0,0,1,0,0,0
645,AC/DC: Let There Be Rock,1980,8.5,,0,0,0,0,0,0,0
646,AFI's 100 Years... 100 Movies: The Antiheroes,1998,4,,0,0,0,0,1,0,0
647,AKA,2002,6,R,0,0,0,1,0,0,0
648,AVP: Alien Vs. Predator,2004,5.4,PG-13,1,0,0,0,0,0,0
649,Aa Ab Laut Chalen,1999,5.5,,0,0,0,1,0,1,0
650,Aa Gale Lag Jaa,1973,8.1,,0,0,0,0,0,1,0
651,Aa Okkati Adakku,1993,8.4,,0,0,1,0,0,0,0
652,"Aab, baad, khaak",1989,5.4,,0,0,0,0,0,0,0
653,Aadmi,1968,8.2,,0,0,0,0,0,1,0
654,Aag,1948,6.5,,0,0,0,0,0,1,0
655,Aah,1953,6.7,,0,0,0,1,0,1,0
656,Aakhree Raasta,1986,8.2,,1,0,0,0,0,0,0
657,Aakrosh,1980,7.9,,0,0,0,0,0,0,0
658,Aaltra,2004,6.8,,0,0,1,0,0,0,0
659,Aamdani Atthanni Kharcha Rupaiya,2001,5.2,,0,0,1,0,0,0,0
660,Aan,1952,7.1,,0,0,0,0,0,1,0
661,Aan: Men at Work,2004,4.8,,1,0,0,1,0,0,0
662,Aandhi,1975,7,,0,0,0,1,0,0,0
663,Aankhen,1993,5.4,,0,0,1,0,0,0,0
664,Aankhen,2002,6.8,,0,0,1,1,0,0,0
665,"Aanslag, De",1986,7.3,,0,0,0,1,0,0,0
666,"Aanspreker, De",1999,6.2,,0,0,0,1,0,0,1
667,Aap Ki Kasam,1974,6.6,,0,0,0,1,0,1,0
668,Aapathbandavudu,1992,9.2,,0,0,0,1,0,0,0
669,Aapo,1994,5,,0,0,0,1,0,0,0
670,Aar Paar,1954,7.2,,0,0,0,0,0,1,0
671,"Aardwolf, De",1984,2.2,,0,0,0,1,0,0,0
672,Aaron Cohen's Debt,1999,5.6,,0,0,0,1,0,0,0
673,Aaron Loves Angela,1975,5.7,,0,0,0,1,0,1,0
674,Aaron Slick from Punkin Crick,1952,5.3,,0,0,0,0,0,0,0
675,Aashiq,2001,3.7,,1,0,1,1,0,0,0
676,Aashiqui,1990,5.6,,0,0,0,1,0,1,0
677,Aashirwad,1968,8.6,,0,0,0,1,0,0,0
678,Aatish,1994,8.6,,1,0,0,0,0,0,0
679,Aau chin,1999,7.1,,1,0,0,1,0,0,0
680,Aau chin 2,2001,5.9,,1,0,0,0,0,0,0
681,Aau dut,1997,7.1,,1,0,0,1,0,0,0
682,Aau fung yee,2000,4.4,,0,0,0,0,0,0,0
683,Ab ins Paradies,2001,7.9,,0,0,1,0,0,0,0
684,Ab morgen sind wir reich und ehrlich,1976,4.6,,0,0,0,0,0,0,0
685,Ab nach Tibet!,1994,2.7,,0,0,0,0,0,0,0
686,Abade qingren,1995,5.6,,0,0,0,0,0,0,0
687,"Abajo firmantes, Los",2003,6.2,,0,0,1,1,0,0,0
688,Abandon,2002,4.7,PG-13,0,0,0,1,0,0,0
689,"Abandonadas, Las",1945,6.2,,0,0,0,1,0,0,0
690,Abandoned,1949,6.3,,0,0,0,0,0,0,0
691,Abar Aranye,2003,5.5,,0,0,0,1,0,0,0
692,Abashiri Bangaichi,1965,5.5,,0,0,0,1,0,0,0
693,Abba Ganuv,1988,5.5,,0,0,1,1,0,0,0
694,Abba Ganuv II,1989,2.2,,0,0,1,1,0,0,0
695,Abba Ganuv III,1991,2.1,,0,0,0,1,0,0,0
696,Abbasso la ricchezza!,1946,7,,0,0,0,1,0,0,0
697,Abbiamo solo fatto l'amore,1998,3.9,,0,0,1,0,0,0,0
698,Abbott and Costello Go to Mars,1953,5.2,,0,0,1,0,0,0,0
699,Abbott and Costello Meet Captain Kidd,1952,5.3,,0,0,1,0,0,0,0
700,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,6,,0,0,1,0,0,0,0
701,Abbott and Costello Meet the Invisible Man,1951,6.2,,0,0,1,0,0,0,0
702,Abbott and Costello Meet the Keystone Kops,1955,5.7,,0,0,1,0,0,0,0
703,"Abbott and Costello Meet the Killer, Boris Karloff",1949,6,,0,0,1,0,0,0,0
704,Abbott and Costello Meet the Mummy,1955,5.7,,0,0,1,0,0,0,0
705,Abbott and Costello in Hollywood,1945,5.7,,0,0,1,0,0,0,0
706,Abbott and Costello in the Foreign Legion,1950,5.7,,0,0,1,0,0,0,0
707,Abbronzatissimi,1991,5,,0,0,1,0,0,0,0
708,Abbronzatissimi 2 - un anno dopo,1993,4.2,,0,0,0,0,0,0,0
709,Abbuzze! Der Badesalz Film,1996,5.8,,0,0,1,0,0,0,0
710,Abby,1974,5.9,,0,0,0,0,0,0,0
711,Abby Singer,2003,3.5,,0,0,0,0,0,0,0
712,"Abdication, The",1974,5.7,,0,0,0,1,0,0,0
713,Abducted,1986,4.9,,0,0,0,1,0,0,0
714,Abducted,1994,3.2,,0,1,0,0,0,0,1
715,Abducted II: The Reunion,1994,3.1,,1,0,0,0,0,0,0
716,Abduction,1975,4.4,,0,0,0,1,0,0,0
717,"Abduction Club, The",2002,6.2,,0,0,1,1,0,1,0
718,Abduction of Figaro,1984,9.1,,0,0,1,0,0,0,0
719,"Abductors, The",1957,3.9,,0,0,0,0,0,0,0
720,"Abductors, The",1972,4,,1,0,0,1,0,0,0
721,Abdulla the Great,1955,4.5,,0,0,1,0,0,0,0
722,"Abdulladzhan, ili posvyashchaetsya Stivenu Spilbergu",1991,5.9,,0,0,1,0,0,0,0
723,Abe Lincoln in Illinois,1940,7.6,,0,0,0,1,0,0,0
724,Abe Lincoln: Freedom Fighter,1978,1.6,,0,0,0,0,0,0,0
725,Abe's Manhood,2000,5,,0,0,0,0,0,0,1
726,Abel,1986,7.9,,0,0,1,0,0,0,0
727,Abel Ferrara: Not Guilty,2003,6.5,,0,0,0,0,1,0,0
728,Abel Raises Cain,2005,7.8,,0,0,0,0,1,0,0
729,Abendland,1999,5,R,0,0,0,0,0,0,0
730,"Abenteuer des Grafen Bobby, Die",1961,3,,0,0,1,0,0,0,0
731,"Abenteuer des Prinzen Achmed, Die",1926,8.4,,0,1,0,0,0,1,0
732,"Abenteuer des Werner Holt, Die",1965,8.3,,0,0,0,1,0,1,0
733,Abenteuer eines Sommers,1973,3,,0,0,0,0,0,0,0
734,Abeoji,1997,3.2,,0,0,0,0,0,0,0
735,Aberdeen,2000,7.3,,0,0,0,1,0,0,0
736,Aberration,1997,4.8,R,0,0,0,0,0,0,0
737,"Abfahrer, Die",1978,4.6,,0,0,1,0,0,0,0
738,Abgefahren,2004,4.5,,1,0,1,0,0,0,0
739,Abgeschminkt!,1993,6.7,,0,0,1,0,0,1,0
740,Abhijaan,1962,6.3,,0,0,0,1,0,0,0
741,Abie's Irish Rose,1946,3.2,,0,0,1,1,0,0,0
742,Abilene,1999,4.9,PG,0,0,0,1,0,0,0
743,Abilene Town,1946,6.4,,0,0,0,0,0,0,0
744,"Abismos da Meia-Noite, Os",1984,4.4,,0,0,0,0,0,0,0
745,Abissinia,1993,5,,0,0,0,0,0,0,0
746,Abjad,2003,6.6,,0,0,0,1,0,1,0
747,Ablaze,2001,3.6,R,1,0,0,1,0,0,0
748,Able Edwards,2004,6.2,,0,0,0,1,0,0,0
749,"Able's House Is Green, The",2003,9.4,,0,0,0,1,0,0,1
750,Abnormal Man,1994,1.7,,0,0,0,0,0,0,0
751,"Abominable Dr. Phibes, The",1971,6.7,PG-13,0,0,0,0,0,0,0
752,"Abominable Snow Rabbit, The",1961,6.9,,0,1,1,0,0,0,1
753,"Abominable Snowman, The",1957,6,,0,0,0,0,0,0,0
754,"Abominable homme des douanes, L'",1963,3.8,,0,0,0,0,0,0,0
755,"Abomination, The",1986,2.4,,0,0,0,0,0,0,0
756,Abot kamay ang pangarap,1996,8.4,,0,0,0,1,0,0,0
757,Abouna,2002,6.5,,0,0,0,1,0,0,0
758,About Adam,2000,6.4,R,0,0,1,0,0,1,0
759,About Face,1952,5,,0,0,1,0,0,0,0
760,About Last Night...,1986,5.9,,0,0,1,1,0,1,0
761,About Mrs. Leslie,1954,6.5,,0,0,0,1,0,1,0
762,About Schmidt,2002,7.3,R,0,0,1,1,0,0,0
763,About a Boy,2002,7.5,PG-13,0,0,1,1,0,0,0
764,About a Girl,2001,7.6,,0,0,0,0,0,0,1
765,Above Freezing,1998,5,,0,0,0,1,0,0,0
766,Above Suspicion,1943,6.6,,0,0,0,1,0,0,0
767,Above Suspicion,1995,6.4,R,0,0,0,1,0,0,0
768,Above Suspicion,2000,5.8,R,0,0,0,1,0,0,0
769,Above Us the Waves,1955,6.7,,0,0,0,1,0,0,0
770,Above and Beyond,1952,6.6,,1,0,0,1,0,0,0
771,Above and Beyond,2001,4.3,,0,0,0,1,0,1,0
772,Above the Dust Level,1999,6.5,,0,0,1,0,0,0,1
773,Above the Law,1988,5.2,,1,0,0,1,0,0,0
774,Above the Rim,1994,5.8,,0,0,0,1,0,0,0
775,Abracadabra,1993,6.8,,0,0,0,0,0,0,0
776,"Abrafaxe - Unter schwarzer Flagge, Die",2001,6.3,,0,1,0,0,0,0,0
777,Abraham Lincoln,1930,5.6,,0,0,0,1,0,0,0
778,Abrahams Gold,1990,9,,0,0,0,1,0,0,0
779,"Abraxas, Guardian of the Universe",1991,3.3,,1,0,0,0,0,0,0
780,"Abrazo partido, El",2004,7.4,,0,0,1,0,0,0,0
781,Abre los ojos,1997,7.8,R,0,0,0,1,0,1,0
782,Abroad with Two Yanks,1944,5.8,,0,0,1,0,0,0,0
783,Abschied,1930,6.7,,0,0,0,0,0,0,0
784,Abschied vom falschen Paradies,1989,4.5,,0,0,0,0,0,0,0
785,Abschied von den Wolken,1959,5.8,,0,0,0,0,0,0,0
786,Abschied von gestern - (Anita G.),1966,7.8,,0,0,1,0,0,0,0
787,Abschiedswalzer,1934,6.4,,0,0,0,0,0,0,0
788,"Absence of Light, The",2004,7.5,,0,0,0,0,0,0,0
789,Absence of Malice,1981,6.8,,0,0,0,1,0,1,0
790,"Absence, L'",1993,6.2,,0,0,0,0,0,0,0
791,"Absent Minded Professor, The",1961,6.5,,0,0,1,0,0,0,0
792,Absent Without Leave,1992,5.3,,0,0,0,1,0,1,0
793,"Absent-Minded Waiter, The",1977,7.6,,0,0,1,0,0,0,1
794,Absolon,2003,4.1,R,1,0,0,0,0,0,0
795,Absolument fabuleux,2001,4.9,,0,0,1,0,0,0,0
796,Absolut,2004,6.4,,0,0,0,0,0,0,0
797,Absolut Warhola,2001,6.3,,0,0,0,0,1,0,0
798,Absolutamente Certo,1957,6.1,,0,0,1,0,0,0,0
799,Absolute Beginners,1986,5.3,,0,0,0,0,0,0,0
800,Absolute Force,1997,6.2,,1,0,0,0,0,0,0
801,Absolute Giganten,1999,7.6,,1,0,1,1,0,1,0
802,Absolute Power,1997,6.4,R,0,0,0,1,0,0,0
803,Absolute Quiet,1936,5.5,,0,0,0,1,0,0,0
804,Absolutely Positive,1991,7.8,,0,0,0,0,1,0,0
805,Absolution,1978,5.5,,0,0,0,0,0,0,0
806,Absolution,2001,1.6,,0,0,0,0,0,0,1
807,"Absolution of Anthony, The",1997,5.4,,0,0,1,1,0,0,1
808,Abu el Banat,1973,8,,0,0,0,1,0,0,0
809,Abuelitos,1999,5.3,,0,0,0,1,0,0,1
810,"Abuelo Cheno y otras historias, El",1994,4.5,,0,0,0,0,1,0,1
811,Abuelo Made in Spain,1969,3.9,,0,0,1,0,0,0,0
812,"Abuelo tiene un plan, El",1973,3.5,,0,0,1,0,0,0,0
813,"Abuelo, El",1998,7.7,PG,0,0,0,1,0,0,0
814,Abus de confiance,1938,6.1,,0,0,0,1,0,0,0
815,Abuse,1983,6.8,,0,0,0,1,0,0,0
816,Abusement Park,1947,5.2,,0,1,1,0,0,0,1
817,Abuzer Kadayif,2000,5.7,,0,0,1,1,0,0,0
818,"Abwab al Moghlaka, Al",1999,6.1,,0,0,0,1,0,0,0
819,Abwege,1928,8.2,,0,0,0,0,0,0,0
820,Abxang,2003,7.2,,0,0,0,0,1,0,0
821,"Abyss, The",1989,7.4,PG-13,1,0,0,1,0,0,0
822,Academy Boyz,1997,8.9,,0,0,0,0,0,0,0
823,"Acadie, l'Acadie, L'",1971,6,,0,0,0,0,1,0,0
824,Acapulco Gold,1978,4,,0,0,0,0,0,0,0
825,"Acapulco, prima spiaggia... a sinistra",1983,4.7,,0,0,1,0,0,0,0
826,Accadde al commissariato,1954,6.2,,0,0,1,0,0,0,0
827,Accadde al penitenziario,1955,6.1,,0,0,0,1,0,0,0
828,Accattone,1961,7.6,,0,0,0,1,0,0,0
829,Accelerator,1999,6.3,,0,0,0,0,0,0,0
830,Accent on Youth,1935,5.1,,0,0,1,0,0,1,0
